gene	distance
100088at32523	0.6894719800599575
101062at32523	0.7135478510687043
117158at32523	0.6941345131006013
124683at32523	0.6850555680476684
133426at32523	0.7019396577232192
134832at32523	1
142573at32523	1
142910at32523	0.7494256602364948
143557at32523	0.7135158609015153
144087at32523	0.7852689095663992
144786at32523	0.8338921203961515
158268at32523	0.7292980571295637
166016at32523	1
185487at32523	1
193058at32523	0.7734456363914973
203233at32523	0.6884790599175966
203712at32523	0.7043218910701461
215625at32523	0.679216180592836
228819at32523	0.7020148777602807
237758at32523	0.7185689322721562
239181at32523	0.7734456363914973
239784at32523	0.7734456363914973
243068at32523	0.7734456363914973
243504at32523	0.7077727840875743
245810at32523	0.7423236582418337
249113at32523	0.6938439531063934
249574at32523	0.686059590024071
250844at32523	0.7380000208867602
250976at32523	0.6809061026881067
254079at32523	1
254236at32523	0.7973498254381921
260366at32523	0.773601401565721
263885at32523	0.6901356695982775
267061at32523	0.7133261951525749
267472at32523	0.8074430173031689
268208at32523	0.7475815162006814
269758at32523	0.7362409151626679
279478at32523	0.7122812747589283
283371at32523	0.7558935867997002
284331at32523	0.7411002337265137
290134at32523	0.8037220503392695
290884at32523	0.6786081395906768
293248at32523	0.69816465580384
293308at32523	0.7351814446211205
293354at32523	0.85496625114824
295641at32523	0.6842393734722582
298305at32523	0.7585819129487804
301474at32523	0.6905022958817071
305138at32523	0.7178074751055792
307391at32523	0.8565181175644307
34044at32523	1
48469at32523	0.7734456363914973
62512at32523	0.8802349831245156
