gene	distance
100088at32523	0.9
101062at32523	1
104070at32523	0.7647058823529411
108898at32523	0.7333333333333333
113607at32523	0.8125
113921at32523	0.8125
117158at32523	0.8333333333333334
118839at32523	0.8888888888888888
121468at32523	0.75
124683at32523	0.8666666666666667
130217at32523	0.8235294117647058
132408at32523	0.875
133426at32523	0.875
134798at32523	0.8
134832at32523	1
136252at32523	0.7777777777777778
138015at32523	0.7647058823529411
138400at32523	0.7647058823529411
138465at32523	0.8666666666666667
142573at32523	1
142910at32523	1
143078at32523	0.7333333333333333
143557at32523	0.8461538461538461
144087at32523	1
144786at32523	1
145311at32523	0.7647058823529411
146870at32523	0.8235294117647058
152640at32523	0.7647058823529411
155190at32523	0.875
156676at32523	0.7647058823529411
158268at32523	0.8823529411764706
162030at32523	0.75
163188at32523	0.9411764705882353
163231at32523	0.75
165494at32523	0.75
166016at32523	1
167127at32523	0.875
168477at32523	0.8333333333333334
171311at32523	0.8235294117647058
173655at32523	0.7333333333333333
174944at32523	0.7333333333333333
174959at32523	0.8
177431at32523	0.7647058823529411
179213at32523	0.875
180491at32523	0.7777777777777778
185487at32523	1
185680at32523	0.8235294117647058
186688at32523	0.7777777777777778
188643at32523	0.7857142857142857
189244at32523	0.8823529411764706
190386at32523	0.8666666666666667
191322at32523	0.8571428571428571
193058at32523	1
193635at32523	0.7777777777777778
194240at32523	0.75
194455at32523	0.75
195495at32523	0.75
196473at32523	0.8571428571428571
198109at32523	0.7777777777777778
198830at32523	0.9
199466at32523	0.7647058823529411
200031at32523	0.8
200625at32523	0.8
203233at32523	0.9285714285714286
203700at32523	0.8181818181818182
203712at32523	1
203753at32523	0.875
209730at32523	0.8333333333333334
211044at32523	0.7777777777777778
212699at32523	0.8125
213441at32523	0.8333333333333334
213961at32523	0.7777777777777778
214194at32523	0.7777777777777778
215514at32523	0.7777777777777778
215625at32523	0.875
216921at32523	0.75
218576at32523	0.7777777777777778
218597at32523	0.8571428571428571
218685at32523	0.7857142857142857
219201at32523	0.875
219728at32523	0.7333333333333333
222485at32523	0.8333333333333334
223450at32523	0.7777777777777778
224357at32523	0.8823529411764706
225819at32523	0.7333333333333333
228819at32523	0.8333333333333334
229316at32523	0.8235294117647058
229340at32523	0.7777777777777778
230581at32523	0.8125
232356at32523	0.9
235309at32523	0.7777777777777778
235509at32523	0.75
236312at32523	0.8235294117647058
236822at32523	0.8571428571428571
237414at32523	0.875
